repo_id,combo,combo_num,pj_size,lg_num,age,cmmt_num,dev_num,se_num,se_rem_num,se_iibc_num,se_pd_num,se_other
23404128,html_javascript_python_shell,0,60809,8,2496,9379,66,128,29,2,20,77
103826422,css_javascript_shell,1,1643,6,1448,1580,28,49,34,0,4,11
37728539,cpp_shell,0,4058,3,2891,1280,65,72,10,0,8,54
113017069,objectivec_ruby_shell,0,3997,4,1260,158,4,1,0,0,1,0
7026843,css_javascript_php,1,1852,6,3035,1378,86,22,6,0,3,13
13451234,python_shell,0,423,4,2742,406,63,7,0,0,1,6
3845814,go_shell,0,560,5,3592,610,34,21,5,0,3,13
9133677,html_java,0,15192,4,2012,501,9,39,19,0,4,16
2869484,c_shell,0,309,4,3044,209,20,6,4,0,0,2
9989526,css_html_javascript_shell,0,9284,5,2852,814,68,13,1,0,3,9
95265721,css_html_javascript,0,6206,3,1365,475,31,3,0,0,0,3
62473217,javascript_shell,0,10085,2,1773,599,39,24,8,0,12,4
70590564,html_python_shell,0,20828,4,1545,1406,37,15,9,0,0,6
47497008,css_html_javascript_ruby,0,107688,4,1764,1048,160,19,5,0,0,14
41247272,ruby_shell,0,3139,3,2115,297,55,3,0,0,1,2
9309261,c_cpp_shell,0,2183,9,2590,927,37,34,22,0,2,10
939810,css_html_javascript,0,242,4,3854,298,29,6,0,0,0,6
42367060,c_cpp_python_shell,0,22359,5,2421,2674,28,92,33,0,39,20
112703947,html_java,0,1618,4,1252,113,17,4,0,0,0,4
36320857,go_shell,0,4684,6,1455,211,14,3,0,0,0,3
938693,css_html_javascript,0,49468,8,3925,1009,17,13,1,1,0,11
39682214,css_html_javascript_php,0,59853,11,6626,10681,93,252,13,6,28,205
2515323,php_shell,0,8298,3,3787,1791,243,50,7,11,7,25
31788540,java_javascript,0,89387,5,2306,3032,141,73,27,3,2,41
25711561,css_html_javascript,0,2558,3,2141,447,37,7,0,0,0,7
30694707,c_objectivec,0,1204,3,2196,490,10,2,2,0,0,0
18788804,c_python_shell,0,648,6,2499,461,34,10,4,0,0,6
59617593,css_html_javascript,0,12853,3,1460,1344,24,19,3,0,7,9
2242705,c_cpp_python_shell,0,2981,6,4318,815,78,21,18,0,0,3
93790457,php_shell,0,28642,3,1837,934,151,18,2,0,2,14
83542585,cpp_python,0,5587,2,1583,5726,10,25,25,0,0,0
37287852,html_javascript,0,2094,5,2161,718,348,7,2,0,1,4
24135832,css_html_javascript,0,104831,5,2383,630,20,29,0,0,0,29
18566373,html_javascript,0,4309,3,2538,421,73,6,2,0,0,4
15011587,html_javascript,0,4286,2,2640,486,28,5,1,0,0,4
5271714,objectivec_ruby_shell,0,731,5,3045,413,44,10,2,0,1,7
11591855,html_javascript,0,2364,2,2850,1121,90,26,2,0,3,21
77292025,go_shell,0,2104,2,1606,182,16,2,0,0,0,2
318103,html_java,0,100885,2,4887,10207,19,222,107,0,25,90
11745275,html_javascript_python_shell,0,28717,5,2864,3278,106,49,9,5,2,33
96553587,cpp_python_shell,0,908,4,1311,139,12,1,1,0,0,0
27268808,c_cpp_python_shell,0,15903,9,2407,4304,42,101,36,0,1,64
63733328,javascript_typescript,0,3614,2,1805,885,107,13,0,0,1,12
35233843,html_typescript,0,5827,4,2230,1008,29,17,2,1,1,13
40499714,c_shell,0,1183016,31,646,20000,273,464,66,0,293,105
120967092,css_html_javascript_python,0,356,4,1180,264,7,8,0,0,0,8
50481899,css_html_javascript,0,291,3,1906,49,17,5,0,3,0,2
6485,ruby_shell,0,524,2,4881,293,42,1,1,0,0,0
10160528,css_html_javascript_php,0,11518,7,5190,3961,154,103,18,4,5,76
15592447,html_python_shell,0,7073,11,2753,2443,34,86,26,0,14,46
23025258,html_ruby,0,267,2,2479,359,46,21,1,0,0,20
1561299,css_html_javascript_ruby,0,303,4,3528,363,53,2,0,0,0,2
90272882,html_javascript,0,3276,3,1466,229,26,5,2,0,0,3
76000349,javascript_python,0,1549,6,1552,981,41,13,2,1,0,10
25279567,go_shell,0,440,3,3710,280,81,5,3,0,0,2
109790225,css_html_javascript_python_shell,0,1034,7,790,120,15,6,2,0,0,4
32093805,css_javascript,1,1449,2,1921,233,22,3,0,0,0,3
22329177,html_java,0,69335,6,2530,4785,48,51,28,4,2,17
58473989,html_javascript_typescript,0,6092,4,1928,1136,5,9,3,1,0,5
2916562,css_javascript_php,1,9609,3,3256,1377,33,53,6,1,5,41
19401646,c_cpp,0,132893,15,5831,14726,88,577,355,7,64,151
32181539,python_shell,0,947,2,2212,895,51,12,0,0,5,7
64629613,javascript_php,0,62096,6,3630,5757,433,108,21,6,25,56
75460401,css_html_javascript_shell,0,23399,4,1629,1177,7,7,0,0,0,7
29352975,html_javascript,0,505,2,2363,217,15,4,1,0,1,2
88407030,python_shell,0,20527,2,1436,562,35,19,7,0,0,12
102234516,javascript_typescript,0,7148,2,1347,103,3,1,1,0,0,0
15101579,c_cpp_python_shell,0,86293,25,4280,20000,451,796,448,23,171,154
112378220,css_html_javascript,0,48856,3,1215,312,28,3,1,0,0,2
541983,css_html_javascript_php,0,79597,9,3678,20000,293,637,93,13,136,395
13752333,html_javascript,0,9083,3,2665,428,43,37,3,20,1,13
36962229,c_python_shell,0,18170,7,4827,642,70,63,14,2,2,45
10458362,c_shell,0,65028,13,6078,14768,409,687,249,7,81,350
7466540,python_shell,0,175,2,3002,208,33,3,0,0,0,3
114173355,objectivec_ruby_shell,0,1453,4,2201,320,64,9,0,0,0,9
46291330,c_cpp_python,0,8288,5,2233,570,19,15,6,0,7,2
5086313,css_html_javascript_python,0,11701,5,3189,2625,126,81,9,0,19,53
21655399,python_shell,0,13274,5,2548,1200,46,22,0,0,3,19
65549848,javascript_php,0,531,4,1766,280,55,2,0,0,0,2
19387849,python_shell,0,5194,3,2721,1059,49,60,10,0,1,49
74593040,javascript_typescript,0,6658,2,1681,1253,42,7,3,1,0,3
97600983,javascript_typescript,0,1013,2,1167,247,20,5,0,0,0,5
49816276,c_cpp_shell,0,9271,5,1807,2373,20,82,46,0,18,18
1461954,c_cpp_python,0,175208,13,4673,2606,90,153,87,0,3,63
12769892,php_shell,0,246,2,2806,180,31,6,4,0,0,2
2315698,python_shell,0,1191,2,4822,470,71,27,13,1,3,10
16431132,python_shell,0,391,3,2644,176,49,6,1,1,0,4
32695583,css_html_javascript_shell,0,11055,6,2291,1673,36,99,4,4,11,80
81749801,php_shell,0,3198,8,1550,1115,55,24,6,0,11,7
12357002,html_ruby,0,578,4,2770,410,69,6,1,0,0,5
10691398,html_javascript_shell,0,5312,3,4718,613,51,11,1,0,0,10
4254325,python_shell,0,1871,2,4653,1015,145,44,13,7,2,22
16229937,css_html_javascript,0,19454,3,2658,420,9,9,0,0,0,9
9061947,ruby_shell,0,191,2,1877,220,42,6,0,0,2,4
99424076,python_shell,0,52,3,1370,40,5,1,0,0,0,1
2851574,css_html_javascript_ruby,0,875,4,3686,504,67,16,6,0,0,10
90336564,go_shell,0,74,3,1542,54,15,1,1,0,0,0
20583119,objectivec_ruby,0,227,3,2547,178,10,7,3,0,2,2
83851953,html_javascript_typescript,0,51389,4,111,73,4,5,0,0,0,5
1326875,css_html_javascript_ruby,0,723,4,3454,433,56,5,2,0,0,3
35959989,java_javascript,0,6976,4,1750,47,8,6,3,0,0,3
33457443,java_shell,0,15058,4,3971,3648,174,253,37,3,6,207
12384349,css_javascript_shell,1,3479,4,2845,1204,37,26,6,2,7,11
11851236,html_java,0,8030,4,2864,1534,49,53,35,0,4,14
14477437,c_cpp,0,10313,3,3788,2203,32,95,30,0,0,65
38646625,c_cpp_python_shell,0,3643,9,2188,672,68,27,16,0,2,9
132186783,python_shell,0,1184,2,1118,559,20,28,0,0,2,26
57860562,php_shell,0,906,2,1792,413,30,5,0,0,4,1
4212213,css_html_javascript,0,35009,3,2898,466,21,25,4,0,0,21
17406281,css_javascript,1,719,2,2667,332,23,2,0,0,0,2
126468623,objectivec_ruby,0,8624,2,1028,137,8,7,0,0,0,7
90524814,javascript_python,0,1458,6,1262,215,19,6,0,0,2,4
57436777,html_python,0,27623,3,6052,4375,172,117,54,0,10,53
54119951,javascript_typescript,0,4159,2,1859,210,32,5,3,0,0,2
79541183,java_shell,0,1395,3,1644,363,46,31,4,0,7,20
3706909,python_shell,0,350,3,2936,355,43,10,4,0,0,6
4334538,html_python,0,983,3,3325,546,104,2,1,0,0,1
5545025,css_html_javascript_shell,0,34738,5,3182,2056,50,143,10,6,29,98
1963085,java_shell,0,19570,2,3368,2791,31,62,23,0,0,39
20208662,html_javascript_ruby,0,340835,7,2587,9135,245,214,96,13,25,80
85382582,php_shell,0,204,3,1566,116,19,4,0,0,0,4
1032,css_html_javascript_ruby,0,30440,8,5163,5203,76,71,14,11,7,39
40779175,html_javascript_shell,0,1518,6,2042,382,10,4,0,0,0,4
1145581,html_python,0,3561,3,4750,1355,146,41,11,0,3,27
38845846,css_html_javascript_typescript,0,9013,4,366,107,7,2,0,0,0,2
1333666,c_python_shell,0,1322,5,5477,592,37,49,2,0,0,47
98051503,css_html_javascript_python_shell,0,1773,5,1342,397,9,8,6,0,0,2
106524960,css_javascript_php,1,6280,4,1230,61,10,1,0,0,0,1
13526596,c_python,0,1035,2,2372,297,17,18,2,0,0,16
61203,html_javascript_ruby,0,3844,3,4631,1683,270,22,4,0,3,15
2671513,c_cpp,0,32910,12,3361,4535,19,312,175,0,7,130
78678862,go_shell,0,1209,3,1631,485,71,24,18,0,0,6
12896452,css_html_java_javascript,0,9072,9,2082,1555,22,21,3,1,2,15
3113269,html_ruby,0,4025,3,3413,1199,32,18,11,0,0,7
974769,html_python_shell,0,310,5,3789,192,28,3,3,0,0,0
4871365,javascript_shell,0,16362,2,3169,105,7,1,1,0,0,0
603286,c_cpp,0,1007,4,4029,237,2,13,9,0,1,3
463074,css_html_javascript_ruby,0,499,6,4160,496,96,6,3,0,0,3
8909193,python_shell,0,537,2,3023,253,51,8,0,5,0,3
6720847,css_html_javascript_php,0,4200,6,4907,1600,94,37,16,0,5,16
41712332,c_cpp_python_shell,0,33644,7,1372,552,29,10,3,1,2,4
30816339,python_shell,0,1862,3,2275,388,9,68,0,1,0,67
70508053,javascript_shell,0,1287,4,1723,195,32,3,0,0,0,3
47140131,python_shell,0,8142,4,2038,2078,66,53,8,0,10,35
100203010,css_html_javascript,0,1355,3,1172,167,11,1,0,0,0,1
18816479,javascript_typescript,0,2080,2,2450,263,35,11,3,0,6,2
24809655,objectivec_ruby,0,19354,3,2316,1084,67,37,15,0,5,17
15836700,php_shell,0,21778,7,4829,9817,78,169,67,1,24,77
20484506,java_shell,0,3602,3,1852,1853,178,40,8,0,3,29
9626416,css_html_javascript,0,5352,4,2232,307,36,7,1,0,0,6
18326156,python_shell,0,1723,3,2616,1288,41,13,9,0,1,3
67432158,c_cpp_shell,0,798,8,1741,651,49,30,1,0,0,29
66962179,javascript_typescript,0,1530889,3,1765,2947,239,73,2,0,1,70
8170146,python_shell,0,1939,2,3073,619,24,11,1,0,0,10
23515627,c_python_shell,0,1353,5,2471,931,120,33,27,0,1,5
50242144,go_shell,0,40781,4,1980,1474,44,27,1,0,22,4
54882337,objectivec_ruby,0,149117,3,1847,218,38,4,3,0,0,1
97983364,go_shell,0,5875,4,1556,778,48,13,3,0,2,8
66001846,css_html_javascript_python,0,39236,4,1677,853,10,38,15,0,0,23
2233708,c_shell,0,1176,4,3302,273,6,20,10,2,1,7
47696520,objectivec_ruby,0,492,3,1776,134,23,1,0,0,1,0
10066825,html_javascript_shell,0,24933,3,2932,1954,107,36,4,0,5,27
4585500,css_html_javascript,0,35160,5,3337,8959,39,57,45,0,5,7
8768978,python_shell,0,1325,2,3672,712,88,22,10,0,5,7
49505307,objectivec_ruby_shell,0,2338,6,1960,453,46,10,2,0,0,8
20545279,go_shell,0,8320,3,2582,2814,209,26,8,0,4,14
27469126,html_javascript,0,924,2,2114,240,27,5,3,0,0,2
46746797,cpp_python,0,2543,8,1988,1642,39,33,8,0,0,25
13973344,html_javascript,0,1510,2,2694,435,18,19,10,0,0,9
36204628,html_java,0,2792,7,926,1295,8,37,23,0,1,13
137086172,python_shell,0,81900,3,513,78,10,3,0,0,1,2
26926414,objectivec_ruby,0,1221,3,1743,225,37,2,1,0,0,1
122394858,javascript_typescript,0,727,3,598,457,9,3,0,0,3,0
12904305,html_ruby,0,2033,2,2613,183,19,4,4,0,0,0
58235421,css_html_javascript_shell,0,10869,4,1891,1077,40,5,0,0,0,5
39848099,css_html_java_javascript,0,3294,4,1965,651,38,34,1,0,0,33
17373313,python_shell,0,11550,4,2675,5723,315,129,21,5,29,74
33565912,html_javascript,0,430,3,2159,369,40,5,3,0,0,2
14965048,html_java_javascript,0,5379,4,2354,773,32,26,7,0,3,16
8818872,css_html_javascript_typescript,0,3486,5,2991,576,56,15,2,0,1,12
89668997,go_shell,0,4940,2,1405,337,25,22,16,0,1,5
21303988,python_shell,0,2985,3,3370,1295,217,87,23,2,1,61
56238870,html_javascript,0,1138,2,1896,50,8,1,0,0,0,1
93106035,go_shell,0,18202,4,1463,684,53,32,11,0,1,20
84458512,c_cpp_python_shell,0,33632,7,1225,959,44,47,42,0,2,3
47966876,css_javascript_shell,1,8691,3,1619,980,56,26,9,0,0,17
100285532,c_cpp_python_shell,0,2420,5,1313,259,8,5,1,1,0,3
46214246,objectivec_ruby,0,233,3,2015,169,11,1,0,0,0,1
1447882,html_python,0,2138,3,4147,966,150,36,7,0,3,26
66364292,css_javascript_typescript,1,6081,5,1996,728,15,5,4,0,0,1
1740684,javascript_php,0,692,3,3479,423,89,13,0,0,7,6
11570420,c_objectivec,0,16313,6,2888,1042,23,12,2,0,5,5
57239556,html_javascript_typescript,0,4195,5,1528,1299,45,39,5,0,1,33
123602760,css_javascript_typescript,1,15053,3,1167,3506,14,34,4,0,0,30
6413885,css_html_javascript_ruby,0,518,5,3002,102,12,1,0,0,0,1
24399060,objectivec_ruby,0,354,3,2196,252,35,6,0,0,0,6
23944963,go_shell,0,10023,3,2448,372,45,9,6,0,0,3
49450930,css_html_javascript,0,4291,3,1731,454,24,37,0,0,0,37
3070373,css_html_javascript_php,0,126664,6,3236,1419,25,79,1,1,26,51
18525896,objectivec_ruby,0,178,3,2498,152,38,9,0,0,0,9
32040459,c_cpp,0,1284807,3,2028,134,19,11,3,0,0,8
121137018,css_html_javascript,0,1282,3,3056,895,62,19,13,0,2,4
112529625,javascript_typescript,0,1312,3,1289,140,51,4,0,0,2,2
44268071,css_html_javascript_ruby,0,2751,5,2079,426,26,10,2,0,0,8
36778231,java_javascript_objectivec,0,612,4,1501,218,41,11,7,0,2,2
13111393,python_shell,0,60973,4,2814,5005,46,343,200,1,14,128
25780987,c_cpp_shell,0,142923,4,2411,1662,25,116,96,0,0,20
1719690,javascript_typescript,0,6433,2,3864,1857,102,94,54,0,16,24
10923187,c_cpp_shell,0,538627,25,5820,20000,171,445,304,2,26,113
52980493,html_java,0,9636,4,1952,1451,120,213,16,1,7,189
73417046,go_shell,0,298,4,1998,174,15,1,0,0,0,1
3769702,css_html_javascript_python_shell,0,126426,7,4619,16308,89,226,37,7,95,87
969401,javascript_shell,0,2724,2,3910,344,61,13,5,0,0,8
1505170,html_java,0,2370,5,2782,1044,43,29,5,0,0,24
50216100,javascript_python,0,2814,3,1951,1387,15,13,10,0,0,3
113471037,css_javascript_php,1,51183,7,1301,6728,113,114,10,12,15,77
589367,css_html,0,226,2,4072,46,10,6,0,0,0,6
118898605,html_python,0,50,2,38,68,7,2,0,0,0,2
38333501,c_cpp,0,755,3,1857,379,30,28,23,0,2,3
112533059,python_shell,0,792,2,1307,645,120,11,2,3,4,2
612895,c_cpp_shell,0,2338,6,4080,811,28,3,0,0,0,3
16246536,php_shell,0,2224,7,2712,1784,116,287,2,0,6,279
115202370,html_javascript,0,11264,2,1205,122,10,3,0,0,0,3
73269516,go_shell,0,7851,2,1622,851,22,28,2,0,9,17
88222263,html_javascript,0,6091,2,1167,301,21,2,0,0,0,2
111978936,css_html_javascript_python_shell,0,178245,6,613,1182,65,7,3,0,0,4
67067566,javascript_shell,0,1003650,2,1765,19670,944,11,4,1,0,6
13720762,c_python,0,5209,6,2817,2955,75,104,61,10,9,24
30087179,html_javascript,0,13538,2,2177,552,50,9,1,0,2,6
73779599,python_shell,0,56979,3,1654,8478,128,299,144,15,54,86
646423,c_python_shell,0,3014,5,5209,1298,59,53,28,0,7,18
13486798,c_cpp_python_shell,0,3693,11,2711,1038,48,37,17,0,3,17
41325282,c_cpp_python,0,92292,5,2859,1192,18,31,24,0,2,5
12614368,html_ruby,0,837,2,2834,788,85,12,2,0,0,10
4709330,java_javascript,0,37255,11,3282,4873,69,201,92,2,11,96
137503442,c_cpp_python_shell,0,425555,18,947,20000,465,416,61,2,291,62
1954949,html_javascript_python,0,703,3,1830,84,8,11,7,0,0,4
4297273,html_javascript_shell,0,127757,8,2862,5390,142,315,22,1,3,289
115429209,javascript_shell,0,1654,2,1012,163,5,3,0,0,0,3
19862061,css_html,0,393937,5,2555,1976,119,118,5,1,2,110
4229977,c_cpp_shell,0,8015,8,6675,1342,35,28,22,0,1,5
15343437,javascript_typescript,0,19529,2,3228,2438,86,62,4,0,12,46
60181106,css_html_javascript_typescript,0,16129,6,1099,303,4,2,2,0,0,0
37438565,html_java_javascript,0,2129,4,2080,765,18,7,2,0,0,5
1062237,c_python_shell,0,6987,4,3886,1949,209,41,6,0,7,28
26486322,css_javascript,1,7248,2,1688,860,77,8,3,0,0,5
108445675,python_shell,0,379,2,1340,393,16,5,0,0,0,5
20724,html_ruby,0,48476,3,4790,4920,133,133,40,3,0,90
2974718,python_shell,0,3674,3,3362,1004,99,64,8,0,0,56
19771991,html_javascript,0,30,2,1460,21,13,3,0,0,0,3
111427255,css_html_javascript_python_shell,0,37014,7,1326,5358,150,165,19,0,47,99
2522940,html_javascript,0,4587,3,3452,1607,44,36,5,9,0,22
1008138,css_html_javascript,0,226,3,2238,100,22,2,0,0,0,2
21943147,html_javascript,0,3260,2,2431,337,46,3,1,0,0,2
37570386,html_ruby,0,1121,3,2184,1263,202,3,0,0,0,3
8451893,html_ruby,0,3152,5,3039,1504,76,36,5,2,1,28
20034746,python_shell,0,3396,4,3220,972,13,29,9,6,0,14
1096480,c_cpp,0,8931,6,3806,1748,103,50,28,0,10,12
97014480,css_html_javascript_python,0,7758,5,1420,651,49,15,2,0,0,13
6617845,java_javascript,0,108955,3,3137,233,42,7,2,2,2,1
102976961,java_javascript,0,2709,7,369,100,7,1,0,0,0,1
48290019,go_shell,0,1533,2,656,132,10,2,0,0,0,2
25075831,objectivec_ruby,0,5959,3,2326,170,30,6,5,0,0,1
40267259,html_java_javascript,0,1102190,13,2057,1019,86,2,1,0,0,1
17492139,html_python_shell,0,248,3,2634,159,24,7,0,0,7,0
57901437,python_shell,0,31381,6,1897,8222,174,197,98,6,24,69
32873163,c_cpp_shell,0,32831,5,3072,2404,24,41,27,0,0,14
2252664,javascript_shell,0,3756,2,3985,2052,46,17,3,1,4,9
8941695,python_shell,0,18913,4,3019,1518,49,21,2,1,0,18
97560949,css_html_javascript,0,5028,4,999,184,9,4,0,0,0,4
32074870,html_javascript,0,1904,3,2170,127,18,1,0,0,0,1
1926062,c_cpp_python,0,1126,5,3322,203,19,2,1,0,1,0
76109394,python_shell,0,547,2,1487,156,38,1,0,0,0,1
21663285,c_cpp_python_shell,0,693320,27,1946,20000,143,1103,383,2,26,692
14121294,html_python_shell,0,415784,4,4306,7331,112,90,22,0,5,63
5103385,css_javascript,1,185,3,3232,148,25,2,0,0,0,2
103812428,go_shell,0,333,4,1335,304,29,7,2,1,1,3
73067259,html_javascript,0,418,3,1487,113,10,2,0,0,0,2
89055070,css_html_javascript,0,6264,5,1344,248,4,4,0,0,0,4
79658844,java_shell,0,1001065,3,1620,2895,257,89,8,1,7,73
13407728,java_javascript_objectivec,0,11501,3,2129,229,25,5,2,0,0,3
93083679,javascript_typescript,0,5406,2,1161,173,14,1,0,0,0,1
45578949,objectivec_ruby,0,9455,3,1905,311,34,17,7,0,0,10
114177044,css_html_javascript,0,114461,4,2037,309,43,6,1,0,0,5
7182936,css_html_javascript,0,11587,3,3065,256,17,14,2,0,0,12
40011265,c_cpp,0,119046,17,4970,15854,126,620,327,7,121,165
924812,css_html_javascript_python,0,761,4,3859,595,125,18,0,0,2,16
31180321,cpp_python,0,88,2,2211,68,4,1,1,0,0,0
14507119,css_html_javascript_typescript,0,8153,4,2723,386,40,10,1,0,0,9
27853951,c_cpp_python_shell,0,4906,8,2252,902,46,11,2,0,0,9
70203305,javascript_typescript,0,3335,2,1566,287,46,6,4,0,1,1
32028167,css_html_javascript_python_shell,0,2299,6,2157,424,27,15,3,0,8,4
4597634,java_shell,0,264,2,3257,95,19,2,0,0,2,0
23482820,javascript_shell,0,31553,4,2892,7983,129,91,44,2,4,41
116380033,html_java,0,2205,4,1246,721,7,4,2,0,1,1
103603776,c_cpp,0,13926,10,1206,1045,146,158,122,1,3,32
73738971,python_shell,0,2331,2,1680,878,103,23,10,3,6,4
52082254,java_javascript_objectivec,0,148070,4,1932,658,79,39,12,0,4,23
1512901,html_javascript_python_shell,0,61158,7,4922,15003,411,361,203,6,4,148
6659299,c_cpp_python,0,6001,4,4282,1920,181,55,28,0,0,27
6547965,css_html_javascript_python_shell,0,3482,12,3145,1632,370,45,4,0,0,41
112297564,css_html_javascript_shell,0,20980,4,662,679,28,6,1,2,1,2
90733224,javascript_typescript,0,3682,2,919,516,24,13,5,0,2,6
85402340,html_ruby,0,33680,2,1598,3460,41,29,19,0,1,9
1301850,css_html_javascript_python_shell,0,86424,7,3847,3210,33,82,28,0,2,52
14590342,css_html_javascript_ruby,0,13725,5,2763,987,34,18,2,0,1,15
34519309,css_html_javascript,0,4240,3,1054,230,14,2,1,0,0,1
3179095,c_cpp,0,15063,10,3502,712,47,30,22,0,1,7
25112298,css_html_javascript_python_shell,0,2699,7,2388,694,55,12,3,0,1,8
14566872,c_shell,0,2024,3,2759,159,67,6,2,0,0,4
1461917,css_html_javascript_php,0,6694,6,3569,194,26,3,1,0,0,2
39714093,objectivec_ruby,0,875,3,1680,218,26,6,4,0,0,2
25990824,html_python_shell,0,117334,4,2420,1283,89,161,7,7,5,142
15516057,python_shell,0,294,2,2519,250,15,5,1,0,0,4
12902737,css_html_javascript,0,437,4,3065,263,21,4,1,0,0,3
43241345,css_html_javascript_shell,0,1832,4,2047,72,20,2,0,0,1,1
110697473,python_shell,0,9459,2,1149,648,18,5,0,0,2,3
76769333,css_javascript,1,92,2,1118,56,6,3,1,0,0,2
19989121,html_java,0,6465,4,2576,1255,194,43,1,1,6,35
2681994,css_html_java_javascript,0,15074,6,3392,2705,92,101,8,14,26,53
3698608,html_ruby,0,1386,2,3373,284,84,6,2,0,1,3
54160117,go_shell,0,12010,4,1830,410,60,18,0,3,5,10
24107001,c_shell,0,147461,13,4740,20000,381,912,528,3,29,352
57251684,objectivec_ruby,0,534,3,1737,316,15,11,1,0,0,10
43542144,go_shell,0,351,4,2088,380,28,3,1,0,1,1
50048841,java_javascript_objectivec,0,40076,5,1311,185,49,6,2,0,1,3
114546060,css_javascript_typescript,1,6627,3,1011,407,40,7,0,0,0,7
91713426,ruby_shell,0,18655,2,1497,551,42,6,1,0,0,5
3125454,css_javascript_php,1,9699,3,3450,2958,43,61,8,1,6,46
77096550,go_shell,0,45778,5,1648,1363,75,31,4,0,12,15
3117310,c_cpp_shell,0,19046,11,4221,5468,222,245,152,0,43,50
11427833,css_html_javascript_typescript,0,7374,4,2447,337,25,20,1,0,0,19
41038664,go_shell,0,18279,5,2176,612,13,13,10,0,1,2
29047173,html_javascript,0,426,2,2245,112,9,4,0,0,0,4
113491980,css_html_javascript,0,1787,3,1089,101,32,2,1,0,0,1
12046604,c_cpp,0,202949,16,5235,2160,92,41,20,0,0,21
44174933,objectivec_ruby,0,8709,3,1937,332,67,25,0,0,1,24
129283853,java_shell,0,839,3,1173,248,46,17,3,0,4,10
27050722,javascript_shell,0,1836,2,2362,478,77,8,1,1,1,5
89168390,javascript_shell,0,33108,3,1510,604,21,4,0,0,0,4
74707723,javascript_typescript,0,4839,2,1324,495,29,13,0,1,0,12
5140859,html_javascript_python,0,294,3,2923,345,67,6,0,0,0,6
19745493,html_javascript_typescript,0,30125,3,2604,2794,34,103,42,0,19,42
52776929,css_javascript_shell,1,3125,4,1748,490,49,17,2,0,0,15
25437858,python_shell,0,19886,3,2443,3226,57,42,11,0,1,30
23277337,c_cpp,0,17554,3,4970,7652,58,438,375,0,32,31
72132009,cpp_python,0,24861,9,1371,305,38,37,18,0,2,17
65398224,html_javascript,0,7947,2,1714,174,13,2,0,0,0,2
97318812,css_html_javascript,0,2778,4,1444,536,35,3,1,0,0,2
9949492,html_javascript_ruby,0,3470,6,2911,1728,54,52,15,0,11,26
23515831,python_shell,0,2506,2,2438,710,31,20,18,0,0,2
14892248,css_html_java_javascript,0,115845,4,7390,4424,55,129,27,1,24,77
39298347,html_ruby,0,1708,3,1999,125,22,2,0,0,0,2
137789266,python_shell,0,4455,2,1296,1918,75,46,18,2,4,22
10534595,css_html_javascript_python_shell,0,1707,8,3328,478,44,12,1,0,2,9
13597853,html_javascript_ruby,0,22461,6,3063,2656,419,22,3,0,4,15
48647914,go_shell,0,9520,4,1954,1067,38,31,2,0,12,17
18940819,html_javascript,0,4120,3,2620,382,11,1,0,0,0,1
42372094,python_shell,0,317301,8,1613,20000,1368,560,40,311,40,169
52424048,css_javascript,1,2616,3,1886,706,35,11,5,0,0,6
22494900,c_objectivec,0,129,4,2354,88,19,2,2,0,0,0
39904885,css_javascript,1,358,2,1421,194,33,1,1,0,0,0
75287798,c_cpp,0,195940,3,1635,1046,39,13,8,0,0,5
44931313,html_ruby,0,542,3,1904,593,48,6,0,0,3,3
12339519,c_cpp,0,1956,4,2593,920,46,77,14,0,0,63
123320512,html_javascript_shell,0,885,4,1310,367,9,5,4,0,0,1
27716248,javascript_shell,0,30267,3,18800,3787,169,75,45,0,0,30
20698873,objectivec_ruby,0,3999,3,2409,153,21,3,2,0,0,1
35371728,javascript_typescript,0,22887,5,2201,508,50,27,19,0,1,7
26946497,html_javascript_python_shell,0,3999,5,2345,226,14,3,0,0,2,1
70036408,html_javascript,0,3999,4,2682,391,48,11,0,0,0,11
17685391,php_shell,0,4641,7,2661,727,44,22,7,0,7,8
938061,css_html_javascript_ruby,0,167,5,2558,55,29,1,0,0,0,1
35466866,html_javascript_shell,0,11891,5,2096,186,7,4,1,0,0,3
9992805,html_ruby,0,4935,4,2973,2549,207,31,2,2,1,26
23927994,cpp_python,0,10371,3,2454,745,51,9,3,0,0,6
43982620,javascript_python,0,1852,5,1861,429,24,5,0,0,0,5
97640205,css_javascript,1,22523,2,1464,447,19,21,0,0,0,21
87575093,css_html_javascript_python_shell,0,69251,11,4648,2355,145,57,12,0,1,44
35437397,html_java,0,23525,4,6909,1766,20,36,17,0,1,18
846630,c_cpp_python_shell,0,44824,9,4603,7292,93,283,221,9,1,52
1498341,c_cpp_python,0,1613,5,3742,379,47,10,5,0,0,5
27011227,css_html_javascript_python_shell,0,4748,5,2377,319,11,9,0,1,1,7
9695623,javascript_shell,0,1646,2,2901,402,28,2,0,0,1,1
8115819,css_html_javascript_python,0,2899,4,1792,559,2,1,0,0,0,1
62980150,python_shell,0,712,2,1793,227,13,3,2,0,0,1
50261113,python_shell,0,1182,2,1911,452,19,4,1,0,0,3
47165187,javascript_shell,0,5165,2,1893,1175,68,16,7,0,3,6
34627589,c_cpp_python_shell,0,919,6,2095,366,53,7,6,0,0,1
12330772,c_cpp,0,27346,6,4066,2158,14,79,29,0,3,47
122224783,html_javascript,0,7722,4,1177,253,7,5,2,0,0,3
